74, 62, 65, 68, 91
55, 90, 51, 92, 51
95, 57, 59, 89, 68
68, 95, 97, 69, 52
97, 97, 85, 65, 80
54, 62, 59, 90, 55
65, 72, 85, 85, 81
92, 99, 72, 99, 52
86, 86, 66, 70, 90
82, 53, 78, 93, 62
64, 94, 51, 87, 76
83, 57, 70, 99, 75
89, 70, 56, 69, 58
52, 93, 97, 82, 88
74, 79, 99, 54, 85
70, 91, 92, 76, 62
75, 86, 95, 82, 56
78, 91, 81, 51, 52
97, 92, 92, 69, 90
50, 60, 61, 100, 91
91, 94, 100, 51, 71
69, 97, 70, 69, 64
53, 78, 83, 84, 97
85, 63, 71, 84, 57
83, 87, 70, 75, 66
97, 89, 81, 60, 86
95, 75, 76, 62, 77
55, 93, 91, 74, 57
98, 93, 84, 99, 84
72, 70, 55, 77, 68
73, 97, 50, 63, 74
73, 56, 86, 69, 62
80, 92, 82, 98, 80
76, 67, 98, 54, 88
75, 84, 94, 71, 86
76, 92, 83, 53, 87
69, 67, 64, 86, 81
66, 92, 75, 63, 89
74, 78, 94, 52, 94
57, 65, 65, 73, 59
63, 76, 90, 74, 60
63, 74, 79, 60, 95
84, 67, 72, 97, 67
70, 71, 93, 92, 83
64, 55, 72, 86, 54
50, 84, 69, 50, 66
76, 79, 65, 90, 94
99, 55, 60, 91, 57
52, 93, 66, 69, 95
57, 86, 52, 52, 88
66, 79, 95, 52, 60
94, 72, 61, 54, 60
96, 58, 81, 63, 62
57, 84, 81, 99, 92
68, 72, 70, 50, 87
81, 53, 58, 76, 67
61, 54, 91, 83, 80
60, 69, 55, 69, 86
57, 64, 53, 81, 82
79, 70, 99, 86, 63
65, 89, 50, 64, 87
64, 86, 76, 58, 69
84, 77, 95, 57, 87
62, 93, 66, 50, 92
54, 85, 86, 99, 100
93, 86, 95, 67, 71
58, 50, 56, 64, 95
61, 69, 63, 85, 63
52, 96, 83, 71, 87
89, 98, 100, 64, 67
86, 57, 85, 61, 55
68, 87, 66, 70, 62
76, 99, 53, 72, 70
72, 84, 92, 85, 85
64, 64, 78, 50, 80
67, 64, 82, 72, 71
82, 58, 54, 100, 84
57, 99, 65, 74, 93
64, 59, 53, 64, 53
76, 69, 95, 86, 68
65, 62, 97, 77, 65
98, 64, 88, 82, 61
72, 100, 82, 72, 88
82, 69, 77, 71, 61
55, 60, 74, 54, 62
69, 64, 50, 70, 57
91, 62, 85, 75, 69
79, 81, 93, 53, 53
82, 68, 89, 84, 57
51, 74, 95, 52, 52
52, 65, 80, 52, 61
54, 92, 86, 65, 67
99, 81, 85, 81, 70
94, 77, 58, 78, 96
97, 93, 79, 53, 60
83, 66, 54, 89, 58
54, 98, 55, 66, 58
67, 87, 76, 57, 51
86, 74, 64, 90, 87
86, 75, 55, 50, 71
65, 87, 99, 77, 94
58, 68, 95, 97, 65
86, 64, 62, 80, 80
78, 70, 85, 67, 72
92, 98, 89, 57, 72
50, 84, 83, 100, 79
69, 55, 74, 83, 89
96, 92, 87, 57, 82
63, 96, 89, 93, 100
73, 57, 52, 69, 86
91, 58, 91, 66, 69
51, 69, 52, 62, 81
58, 93, 92, 63, 84
67, 52, 70, 65, 51
86, 92, 90, 51, 54
76, 54, 100, 59, 84
97, 79, 85, 53, 88
72, 72, 76, 80, 87
67, 93, 87, 62, 63
50, 88, 98, 74, 85
95, 79, 89, 60, 89
69, 74, 70, 67, 86
82, 80, 50, 76, 84
93, 80, 75, 71, 96
76, 79, 56, 98, 97
81, 100, 76, 93, 55
98, 64, 89, 76, 73
84, 77, 55, 58, 62
71, 99, 51, 74, 63
88, 76, 82, 73, 90
95, 52, 74, 97, 82
93, 100, 79, 97, 73
70, 78, 51, 60, 57
82, 57, 100, 53, 67
88, 74, 96, 82, 50
97, 59, 64, 64, 83
100, 61, 85, 53, 92
67, 72, 64, 82, 60
79, 75, 81, 64, 69
72, 69, 81, 85, 67
79, 91, 96, 65, 57
62, 73, 52, 63, 75
87, 70, 83, 60, 67
86, 55, 93, 99, 65
95, 53, 56, 97, 82
99, 51, 81, 71, 51
60, 62, 69, 100, 59
94, 60, 90, 98, 65
94, 90, 100, 96, 83
89, 76, 92, 54, 62
70, 73, 86, 73, 95
94, 65, 66, 82, 60
61, 80, 67, 62, 56
59, 58, 69, 88, 82
57, 81, 78, 95, 65
99, 53, 51, 60, 63
60, 85, 85, 63, 74
79, 60, 90, 57, 68
98, 79, 98, 84, 86
84, 55, 90, 89, 94
73, 69, 70, 88, 90
65, 74, 66, 87, 52
77, 94, 51, 53, 85
53, 57, 57, 92, 95
53, 58, 65, 96, 66
66, 70, 95, 72, 65
70, 72, 89, 85, 75
66, 61, 76, 65, 85
70, 53, 100, 91, 87
87, 97, 98, 61, 98
91, 68, 60, 70, 100
67, 71, 78, 90, 87
72, 76, 65, 70, 98
62, 67, 55, 79, 51
95, 68, 74, 78, 100
67, 68, 61, 80, 50
99, 56, 60, 84, 73
89, 100, 80, 82, 50
66, 95, 64, 51, 95
93, 76, 73, 51, 95
96, 90, 62, 94, 57
93, 69, 91, 100, 52
66, 59, 76, 95, 75
52, 86, 86, 94, 67
88, 87, 54, 55, 59
52, 59, 78, 97, 77
100, 96, 65, 54, 81
92, 95, 76, 69, 72
83, 97, 58, 85, 90
91, 86, 55, 94, 89
89, 64, 98, 81, 91
57, 68, 87, 67, 87
83, 63, 93, 70, 82
80, 94, 61, 88, 84
62, 89, 80, 52, 70
63, 80, 90, 67, 97
66, 67, 100, 60, 52
94, 86, 66, 86, 75
66, 83, 72, 93, 81
90, 54, 68, 85, 88
94, 72, 72, 73, 98
76, 63, 64, 65, 68
91, 52, 57, 89, 63
54, 78, 56, 78, 93
97, 51, 68, 58, 59
81, 92, 100, 92, 85
85, 50, 96, 79, 54
70, 94, 96, 69, 64
77, 78, 85, 56, 70
56, 56, 76, 75, 51
84, 65, 98, 69, 71
81, 78, 82, 61, 59
63, 94, 83, 63, 83
82, 86, 94, 63, 60
84, 74, 70, 97, 99
65, 60, 77, 86, 50
99, 94, 98, 59, 65
98, 53, 75, 96, 83
62, 86, 65, 74, 96
98, 73, 90, 87, 87
86, 59, 88, 67, 80
89, 97, 92, 90, 61
83, 51, 78, 67, 62
97, 56, 97, 94, 56
78, 95, 68, 74, 98
86, 56, 70, 83, 56
89, 95, 69, 76, 99
71, 79, 61, 78, 80
87, 94, 68, 68, 62
88, 56, 56, 89, 80
81, 99, 60, 96, 85
93, 76, 54, 61, 63
99, 93, 76, 61, 81
89, 61, 55, 87, 57
73, 78, 50, 50, 85
80, 62, 58, 97, 73
77, 68, 60, 100, 70
53, 53, 95, 68, 91
63, 87, 53, 66, 59
65, 94, 87, 100, 76
59, 60, 55, 82, 92
52, 71, 97, 50, 63
52, 66, 52, 71, 90
74, 52, 53, 76, 67
99, 70, 94, 54, 77
50, 74, 99, 63, 85
66, 69, 81, 92, 65
53, 71, 72, 58, 51
90, 70, 72, 89, 95
94, 57, 73, 64, 81
74, 66, 50, 63, 77
89, 57, 50, 78, 69
57, 60, 51, 70, 66
100, 56, 58, 66, 57
70, 71, 70, 92, 93
69, 76, 81, 77, 54
58, 65, 68, 73, 67
72, 73, 89, 54, 81
87, 67, 50, 75, 63
85, 59, 71, 91, 85
98, 69, 79, 93, 78
67, 66, 63, 69, 96
60, 99, 96, 54, 94
50, 63, 96, 72, 95
99, 53, 69, 97, 74
53, 62, 83, 53, 75
90, 66, 98, 81, 79
67, 98, 87, 59, 93
69, 73, 73, 57, 88
62, 89, 54, 82, 61
79, 64, 50, 75, 52
85, 64, 61, 73, 74
93, 75, 67, 59, 87
55, 57, 54, 81, 94
69, 87, 68, 56, 68
100, 85, 60, 55, 64
76, 78, 71, 93, 55
56, 98, 80, 96, 59
59, 84, 73, 74, 65
51, 56, 66, 89, 52
97, 61, 95, 53, 100
98, 90, 83, 76, 53
78, 98, 85, 51, 65
69, 75, 92, 66, 62
69, 66, 91, 80, 67
71, 89, 79, 83, 95
72, 94, 90, 71, 70
71, 59, 71, 88, 77
50, 100, 88, 83, 83
93, 56, 52, 78, 53
52, 58, 66, 81, 88
82, 52, 83, 83, 62
87, 76, 55, 95, 88
59, 92, 58, 69, 90
54, 90, 71, 79, 51
71, 69, 81, 62, 72
71, 72, 69, 65, 99
90, 76, 70, 60, 51
61, 74, 97, 60, 71
95, 62, 66, 63, 95
75, 99, 88, 80, 67
62, 59, 81, 75, 70
87, 69, 67, 56, 90
58, 95, 87, 60, 64
80, 73, 90, 85, 70
54, 84, 59, 99, 76
73, 70, 84, 94, 76
55, 91, 64, 100, 69
71, 89, 68, 62, 78
51, 96, 61, 94, 80
82, 63, 100, 83, 89
77, 74, 57, 69, 100
86, 56, 71, 53, 94
81, 55, 90, 93, 77
76, 62, 77, 69, 91
63, 65, 83, 56, 97
96, 96, 87, 65, 73
98, 61, 67, 75, 95
83, 87, 51, 89, 82
75, 74, 64, 61, 51
98, 87, 57, 54, 70
95, 80, 84, 79, 81
83, 70, 74, 97, 87
95, 74, 60, 98, 77
66, 63, 77, 67, 72
57, 68, 56, 63, 50
82, 60, 75, 69, 95
66, 77, 72, 65, 64
100, 76, 83, 55, 55
71, 55, 50, 90, 92
73, 76, 70, 86, 98
79, 50, 99, 54, 63
98, 92, 55, 100, 74
82, 71, 96, 54, 70
96, 63, 51, 92, 97
95, 70, 53, 75, 87
100, 90, 91, 71, 62
63, 55, 80, 94, 97
83, 82, 50, 80, 84
75, 88, 69, 75, 81
59, 52, 58, 91, 62
73, 54, 68, 91, 55
52, 79, 92, 67, 56
90, 59, 100, 61, 53
79, 71, 71, 83, 73
99, 53, 72, 75, 95
96, 80, 91, 82, 59
66, 58, 80, 87, 53
65, 61, 58, 91, 96
54, 62, 78, 93, 86
93, 98, 83, 76, 86
82, 97, 64, 66, 80
50, 54, 54, 73, 69
76, 73, 55, 77, 73
55, 71, 77, 77, 67
53, 80, 60, 92, 99
73, 95, 56, 51, 67
82, 73, 88, 71, 60
94, 68, 72, 56, 78
82, 50, 73, 60, 55
87, 78, 85, 77, 71
98, 74, 89, 93, 78
90, 78, 86, 83, 99
90, 62, 53, 100, 84
65, 82, 78, 92, 60
94, 93, 64, 97, 84
87, 72, 90, 84, 76
81, 83, 67, 86, 58
81, 59, 70, 71, 82
57, 74, 69, 82, 83
59, 81, 75, 96, 52
84, 57, 53, 52, 59
81, 95, 59, 79, 57
91, 99, 71, 95, 87
85, 78, 93, 100, 93
94, 52, 82, 80, 90
75, 76, 83, 65, 96
64, 63, 78, 95, 61
85, 74, 59, 86, 58
65, 66, 93, 77, 74
59, 97, 60, 64, 97
51, 97, 70, 97, 90
69, 99, 75, 67, 79
89, 87, 79, 50, 91
66, 58, 76, 99, 95
63, 91, 99, 89, 63
99, 90, 68, 74, 97
84, 58, 98, 87, 86
89, 93, 85, 66, 65
90, 99, 50, 69, 56
63, 90, 57, 78, 98
98, 51, 84, 99, 77
58, 98, 66, 82, 52
77, 82, 92, 95, 77
88, 54, 70, 58, 68
72, 74, 99, 90, 87
71, 88, 81, 78, 62
97, 69, 83, 74, 70
